role,source_file,optimized_file,size_bytes,size_kb,alt,final_url,status,notes
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_403_1_e041d92713.svg,168260,164.3,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_403_1_e041d92713.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_404_1_a06d831397.svg,517253,505.1,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_404_1_a06d831397.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_405_1_06e7270a61.svg,158711,155.0,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_405_1_06e7270a61.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_406_1_63ec7642e9.svg,266921,260.7,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_406_1_63ec7642e9.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_407_1_aab3b5687f.svg,167339,163.4,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_407_1_aab3b5687f.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_408_1_8b8dbb0942.svg,105877,103.4,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_408_1_8b8dbb0942.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_410_1_3266dfca3c.svg,201914,197.2,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_410_1_3266dfca3c.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_412_1_399cd3a7f0.svg,165780,161.9,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_412_1_399cd3a7f0.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_413_1_83b95a4b39.svg,270102,263.8,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_413_1_83b95a4b39.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_414_1_536d9844f6.svg,161405,157.6,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_414_1_536d9844f6.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_415_1_7a4d6633ce.svg,104246,101.8,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_415_1_7a4d6633ce.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_416_1_2077958ed3.svg,144519,141.1,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_416_1_2077958ed3.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_417_1_ab9310baa3.svg,256117,250.1,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_417_1_ab9310baa3.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_419_1_f012ab3f52.svg,107565,105.0,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_419_1_f012ab3f52.svg,final_url_ready,official SVG mirrored to GitHub Pages
floorplan,official s3.timeweb.cloud source,plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_420_1_621c6a94d0.svg,388173,379.1,Планировка резиденции BENEFIT Sea Breeze Sochi,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/plans/Korpus_S1_Etazh_3_Sekcziya_1_nomer_420_1_621c6a94d0.svg,final_url_ready,official SVG mirrored to GitHub Pages
logo,local project asset,logo-barnes-international.svg,890,0.9,logo-barnes-international.svg,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/logo-barnes-international.svg,final_url_ready,original vector/raster preserved
icon,local project asset,favicons/apple-touch-icon.png,17879,17.5,apple-touch-icon.png,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/favicons/apple-touch-icon.png,final_url_ready,original vector/raster preserved
icon,local project asset,favicons/favicon-16x16.png,1089,1.1,favicon-16x16.png,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/favicons/favicon-16x16.png,final_url_ready,original vector/raster preserved
icon,local project asset,favicons/favicon-192x192.png,16625,16.2,favicon-192x192.png,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/favicons/favicon-192x192.png,final_url_ready,original vector/raster preserved
icon,local project asset,favicons/favicon-32x32.png,1963,1.9,favicon-32x32.png,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/favicons/favicon-32x32.png,final_url_ready,original vector/raster preserved
icon,local project asset,favicons/favicon-48x48.png,3027,3.0,favicon-48x48.png,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/favicons/favicon-48x48.png,final_url_ready,original vector/raster preserved
icon,local project asset,favicons/favicon-512x512.png,76014,74.2,favicon-512x512.png,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/favicons/favicon-512x512.png,final_url_ready,original vector/raster preserved
icon,local project asset,favicons/favicon.svg,170,0.2,favicon.svg,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/favicons/favicon.svg,final_url_ready,original vector/raster preserved
icon,local project asset,favicons/site.webmanifest,414,0.4,site.webmanifest,https://daniilterekh-prog.github.io/barnes-assets/sea-breeze-sochi/2026-07-15/favicons/site.webmanifest,final_url_ready,original vector/raster preserved
