source_file,output_file,source_ext,original_width,original_height,output_width,output_height,original_kb,webp_kb,savings_percent,quality,lossless,status,notes
/Users/ritaterekh/Documents/грушевый цвет/assets/selected/service/patmos-chemal.jpg,/Users/ritaterekh/Documents/barnes-assets/grushevyi-tsvet/patmos-chemal-1db0e8f0.webp,.jpg,1538,1038,1280,864,460.2,261.5,43.2,74,false,converted,
/Users/ritaterekh/Documents/грушевый цвет/assets/selected/service/pool-heated.jpg,/Users/ritaterekh/Documents/barnes-assets/grushevyi-tsvet/pool-heated-9d73c509.webp,.jpg,1680,1254,1280,955,599.3,249.8,58.3,74,false,converted,
